Date,2022-08-10
Time,12-14-00

OtherInfo,,,Pulse On Duration (us),4102
DriveVoltage (V),3.7,,Pulse Off Duration (us),8000
HeaterResistance (Ohm),0.58,,Pulse Period (us),12102
PuffTrigger (Pa),0,,Fixed Power Mode
Power (W),8
Tester Name,Enter Your Name
Channel,A,

Pulse Count,Puff Count,Pulse Start (ms),Pulse End (ms),Resistance Start (Ω),Resistance End (Ω),Power Start (W),Power End (W),dR/dt (Ω/s),Energy in pulse (J),Pressure differential (Pa),Temperature (C)
23,22,308.85,314,0.66349,0.67795,8.12806,8.00127,2.80722,0.41533,4761,164
24,22,321.97,327.1,0.66497,0.67875,8.09004,8.03102,2.68916,0.4135,4761,165
25,22,335.1,340.21,0.66566,0.679,8.04387,7.99892,2.61087,0.40989,4761,165
26,22,361.28,366.43,0.66704,0.68077,8.11868,8,2.66543,0.41505,4761,168
27,22,374.43,379.58,0.66721,0.6809,8.12202,7.99099,2.65901,0.41491,4761,168
28,22,387.58,392.77,0.66764,0.68114,8.12626,8.00284,2.60273,0.41855,4761,169
29,22,400.74,405.93,0.66793,0.68155,8.12594,7.98597,2.62329,0.4181,4761,169
30,22,413.9,419.09,0.66898,0.68228,8.12575,7.99963,2.56125,0.41845,4761,170
31,22,427.07,432.26,0.66971,0.68246,8.12421,7.99629,2.45757,0.41832,4761,170
32,22,440.25,445.43,0.67004,0.6832,8.12668,7.98922,2.53779,0.4174,4761,172
33,22,453.43,458.61,0.67002,0.68344,8.1362,8.00312,2.58815,0.418,4761,172
34,22,466.62,471.8,0.67119,0.68381,8.11681,7.99526,2.43286,0.4173,4761,172
35,22,479.8,485.02,0.67114,0.68399,8.13349,7.98947,2.45911,0.4208,4761,173
36,22,506.19,511.34,0.67172,0.68457,8.07276,7.9621,2.49517,0.41289,4761,174
37,22,519.34,524.52,0.67269,0.68529,8.10865,7.97943,2.42868,0.41668,4761,175
38,22,532.52,537.75,0.67259,0.68515,8.12517,8.01007,2.40306,0.42193,4761,174
39,22,545.73,550.95,0.67302,0.68583,8.1113,7.98806,2.45121,0.42019,4761,175
40,22,558.92,564.15,0.67367,0.68595,8.11992,7.99642,2.34942,0.42144,4761,176
41,22,572.13,577.36,0.67447,0.68688,8.07699,8.03906,2.37451,0.42143,4761,177
42,22,585.35,590.53,0.67377,0.68731,8.08002,7.95956,2.61072,0.41542,4761,177
43,22,598.52,603.74,0.67498,0.68754,8.11424,7.98605,2.40242,0.42021,4761,178
44,22,611.73,616.96,0.67456,0.68724,8.08888,8.05481,2.42595,0.42215,4761,177
45,22,624.96,630.15,0.67472,0.68752,8.08568,7.93498,2.46847,0.41573,4761,178
46,22,638.13,643.4,0.67679,0.68791,8.1194,8.00635,2.113,0.42491,4761,178
47,22,651.37,656.64,0.67669,0.68789,8.11452,7.99739,2.12643,0.42454,4761,178
48,22,664.61,669.88,0.67592,0.68864,8.12752,7.99771,2.41456,0.4249,4761,179
49,22,677.85,683.11,0.67623,0.68903,8.13681,7.98051,2.43176,0.42388,4761,180
50,22,691.08,696.35,0.67683,0.68861,8.14311,8.00875,2.23503,0.4256,4761,179
51,22,704.34,709.61,0.67645,0.68966,8.11408,8.0224,2.51014,0.42519,4761,181
52,22,717.59,722.82,0.67756,0.68887,8.10643,7.9749,2.16249,0.42052,4761,180
53,22,730.82,736.09,0.67808,0.68977,8.09616,8.02889,2.2196,0.42489,4761,181
54,22,757.3,762.56,0.67811,0.68944,8.12103,7.99729,2.15301,0.42391,4761,181
55,22,770.55,775.82,0.67844,0.68934,8.11682,8.00357,2.06997,0.42477,4761,180
56,22,783.8,789.07,0.679,0.68996,8.10605,7.98839,2.08059,0.42408,4761,181
57,22,797.05,802.32,0.67943,0.69049,8.11539,7.99782,2.10052,0.42458,4761,182
58,22,810.31,815.58,0.6786,0.69086,8.12926,7.99374,2.32871,0.42484,4761,183
59,22,823.57,828.88,0.67925,0.69036,8.1235,8.0144,2.09475,0.42846,4761,182
60,22,836.84,842.11,0.67801,0.69166,8.13758,7.96587,2.59434,0.42432,4761,184
61,22,850.1,855.4,0.67944,0.69166,8.14197,8.01942,2.30363,0.42827,4761,184
62,22,863.39,868.69,0.67985,0.69206,8.11352,8.00532,2.3008,0.42714,4761,184
63,22,876.66,881.92,0.68012,0.69215,8.07648,8.03051,2.28503,0.42361,4761,184
64,22,889.92,895.19,0.67969,0.69291,8.08678,7.95281,2.51072,0.42264,4761,186
65,22,903.15,908.46,0.67967,0.69267,8.13575,8.00348,2.45236,0.42849,4761,185
66,22,916.44,921.74,0.68122,0.69192,8.10895,8.01087,2.01732,0.42717,4761,184
67,22,929.71,934.98,0.68135,0.69247,8.10448,7.98529,2.11139,0.42396,4761,185
68,22,942.98,948.28,0.68102,0.69313,8.1291,7.98676,2.28489,0.42707,4761,186
69,22,956.26,961.57,0.68122,0.69342,8.1375,8.00503,2.29913,0.42858,4761,186
70,22,969.56,974.86,0.68089,0.69342,8.13933,7.99074,2.36296,0.42744,4761,186
71,22,982.85,988.16,0.68138,0.69331,8.14611,8.00043,2.24982,0.42869,4761,186
72,22,996.15,1001.46,0.68115,0.69272,8.14495,8.00931,2.18238,0.42889,4761,185
73,22,1009.46,1014.76,0.68036,0.6942,8.14149,7.98497,2.60921,0.42735,4761,187
74,22,1022.75,1028.05,0.6822,0.69361,8.12626,8.02531,2.15205,0.42801,4761,187
75,22,1036.06,1041.36,0.68272,0.69359,8.08799,8.0003,2.04757,0.42634,4761,187
76,22,1089.17,1094.48,0.68243,0.69457,8.0875,7.99644,2.28667,0.42702,4761,188
77,22,1115.73,1121,0.68296,0.69389,8.02453,8.00778,2.07431,0.42245,4761,187
78,22,1128.98,1134.25,0.6827,0.69425,8.05029,7.95924,2.19382,0.42185,4761,188
79,22,1142.21,1147.52,0.6837,0.69374,8.04749,8.03986,1.88954,0.42711,4761,187
80,22,1155.5,1160.73,0.6827,0.69534,8.03255,7.99098,2.41231,0.41901,4761,189
81,22,1168.73,1174,0.68367,0.69555,8.04811,7.95876,2.25337,0.42178,4761,189
82,22,1181.98,1187.29,0.68366,0.6946,8.07705,8.03084,2.06129,0.42766,4761,188
83,22,1195.27,1200.54,0.68381,0.69503,8.06087,7.97892,2.13088,0.42264,4761,189
84,22,1208.53,1213.84,0.68335,0.69536,8.08581,7.99464,2.26347,0.42693,4761,189
85,22,1221.82,1227.13,0.68382,0.69575,8.07908,8.00778,2.24667,0.4271,4761,190
86,22,1235.11,1240.41,0.68378,0.69593,8.07316,7.99656,2.28841,0.42584,4761,190
87,22,1248.39,1253.69,0.68484,0.69537,8.07176,7.99906,1.98509,0.42587,4761,189
88,22,1261.67,1266.98,0.68431,0.69651,8.0824,7.97957,2.29792,0.42644,4761,191
89,22,1274.95,1280.26,0.68484,0.69549,8.08777,8.02026,2.00491,0.42766,4761,189
90,22,1288.26,1293.56,0.68396,0.69688,8.09136,7.97245,2.43684,0.42569,4761,191
91,22,1301.54,1306.89,0.68457,0.6962,8.10244,8.01204,2.17437,0.43106,4761,190
92,22,1314.86,1320.16,0.68436,0.69672,8.10086,7.99477,2.32915,0.42653,4761,191
93,22,1328.16,1333.47,0.68476,0.69658,8.09628,8.00368,2.22716,0.42745,4761,191
94,22,1341.47,1346.77,0.68473,0.69659,8.0982,7.99304,2.23406,0.42641,4761,191
95,22,1354.77,1360.11,0.6857,0.69725,8.10621,7.9819,2.16028,0.42955,4761,192
96,22,1368.08,1373.42,0.68563,0.69632,8.1128,8.02892,2.00017,0.43098,4761,191
97,22,1461.29,1466.64,0.68637,0.6979,8.10307,8.00623,2.1554,0.43092,4761,193
98,22,1474.63,1479.97,0.68595,0.69799,8.09089,8.01229,2.25135,0.42995,4761,193
99,22,1487.95,1493.26,0.68596,0.69812,8.08946,7.99032,2.2906,0.42691,4761,193
100,22,1501.26,1506.6,0.68681,0.69731,8.09538,7.99826,1.9633,0.4297,4761,192
101,22,1514.58,1519.92,0.68626,0.69828,8.10496,7.99017,2.24838,0.42974,4761,193
102,22,1527.9,1533.25,0.68643,0.6979,8.11521,8.00336,2.14389,0.43117,4761,193
103,22,1541.24,1546.59,0.68657,0.69895,8.09291,8.00805,2.31409,0.4307,4761,194
104,22,1554.57,1559.92,0.68708,0.69838,8.07978,8.00932,2.11273,0.43038,4761,194
105,22,1567.89,1573.2,0.68715,0.69875,8.06584,8.00342,2.18528,0.42663,4761,194
106,22,1581.2,1586.51,0.68778,0.698,8.08354,7.97081,1.92692,0.42624,4761,193
107,22,1594.51,1599.86,0.68714,0.6993,8.11431,7.99384,2.27476,0.43089,4761,195
108,22,1607.85,1613.19,0.6876,0.69887,8.11002,8.01301,2.10636,0.43048,4761,194
109,22,1621.2,1626.54,0.68859,0.69869,8.08433,8.00319,1.88803,0.42953,4761,194
110,22,1634.53,1639.87,0.68713,0.69895,8.09187,8.00058,2.20968,0.42966,4761,194
111,22,1647.86,1653.2,0.68766,0.69932,8.07098,8.01686,2.18014,0.42954,4761,195
112,22,1661.19,1666.5,0.68712,0.69964,8.06382,7.99943,2.35724,0.42647,4761,195
113,22,1674.5,1679.81,0.68723,0.69916,8.06636,8.0035,2.24757,0.42665,4761,195
114,22,1687.81,1693.12,0.68821,0.69818,8.06147,7.9944,1.87756,0.42628,4761,193
115,22,1701.12,1706.46,0.68803,0.69897,8.0578,8.00522,2.04524,0.42888,4761,194
116,22,1714.43,1719.73,0.68821,0.69966,8.05398,7.99663,2.15753,0.42534,4761,195
117,22,1727.73,1733.08,0.68855,0.69871,8.0588,7.99884,1.90032,0.42954,4761,194
118,22,1741.04,1746.35,0.68807,0.69933,8.06271,7.99349,2.12239,0.42629,4761,195
119,22,1754.35,1759.7,0.68839,0.70002,8.05893,7.99952,2.17527,0.42956,4761,196
120,22,1767.67,1773.02,0.68783,0.70019,8.07443,7.98413,2.31171,0.42956,4761,196
121,22,1780.99,1786.34,0.68764,0.70007,8.08821,8.0111,2.32383,0.43065,4761,196
122,22,1794.33,1799.67,0.68922,0.69906,8.06551,8.00596,1.84275,0.4291,4761,195
123,22,1847.65,1852.99,0.68933,0.69952,8.08846,8.00206,1.90592,0.42961,4761,195
124,22,1874.32,1879.67,0.6889,0.70186,8.08181,8.01572,2.42203,0.4306,4761,199
125,22,1887.67,1893.02,0.68934,0.70138,8.06962,7.98966,2.25084,0.42958,4761,198
126,22,1901.01,1906.35,0.68957,0.70111,8.09188,7.98539,2.15803,0.42926,4761,197
127,22,1914.35,1919.73,0.68997,0.70099,8.09936,8.00529,2.0469,0.43321,4761,197
128,22,1927.71,1933.09,0.68874,0.70178,8.101,7.99745,2.42285,0.43304,4761,198
129,22,1941.06,1946.45,0.68999,0.70149,8.06176,8.03816,2.13627,0.43389,4761,198
130,22,1954.42,1959.76,0.68993,0.70108,8.04507,7.98483,2.08412,0.42799,4761,197
131,22,1967.73,1973.08,0.6899,0.70154,8.07222,7.9796,2.1774,0.42938,4761,198
132,22,1981.06,1986.45,0.68967,0.70236,8.08921,8.00013,2.35696,0.4336,4761,199
133,22,1994.42,1999.8,0.69013,0.70105,8.06279,8.02699,2.02826,0.43281,4761,197
134,22,2007.77,2013.12,0.68821,0.70114,8.07407,7.98549,2.41864,0.42959,4761,198
135,22,2021.1,2026.45,0.6889,0.70024,8.08723,7.99561,2.11997,0.43021,4761,196
136,22,2034.44,2039.79,0.68889,0.70151,8.08758,7.99608,2.36048,0.43023,4761,198
137,22,2047.78,2053.17,0.68914,0.70196,8.09535,7.98962,2.38088,0.43349,4761,199
138,22,2061.13,2066.52,0.68981,0.70145,8.09567,8.01242,2.16126,0.43411,4761,198
139,22,2074.49,2079.84,0.68994,0.70092,8.07282,8.01292,2.05254,0.43029,4761,197
140,22,2087.84,2093.19,0.68965,0.70052,8.05861,8.01282,2.03099,0.42991,4761,197
141,22,2114.49,2119.87,0.6904,0.70142,8.07981,8.02858,2.04568,0.43331,4761,198
142,22,2127.85,2133.2,0.69005,0.70126,8.06325,7.99212,2.09688,0.42948,4761,198
143,22,2141.18,2146.52,0.69067,0.70105,8.0433,8.03286,1.94166,0.42923,4761,197
144,22,2154.51,2159.82,0.69066,0.70181,8.0282,7.95959,2.10065,0.42447,4761,198
145,22,2167.82,2173.16,0.68973,0.70278,8.08573,7.98499,2.44255,0.42908,4761,200
146,22,2181.16,2186.55,0.68961,0.702,8.10574,8.00718,2.30173,0.43424,4761,199
147,22,2194.53,2199.91,0.6909,0.70084,8.06372,8.035,1.84498,0.43305,4761,197
148,22,2207.88,2213.23,0.69004,0.70204,8.04919,7.977,2.24444,0.4287,4761,199
149,22,2221.2,2226.54,0.69014,0.7025,8.07485,7.98586,2.31117,0.42882,4761,199
150,22,2234.54,2239.92,0.69119,0.70205,8.08414,8.00258,2.01712,0.43273,4761,199
151,22,2247.9,2253.28,0.69129,0.70176,8.04918,8.03404,1.94545,0.43263,4761,198
152,22,2261.25,2266.6,0.69158,0.70197,8.03737,7.975,1.94271,0.42833,4761,199
153,22,2274.57,2279.92,0.6906,0.70212,8.06987,8.00112,2.15539,0.42989,4761,199
154,22,2287.92,2293.26,0.69037,0.70269,8.07123,7.98964,2.30312,0.42882,4761,200
155,22,2301.26,2306.64,0.69044,0.70203,8.09212,7.99147,2.15316,0.43264,4761,199
156,22,2314.62,2320,0.69092,0.7018,8.07952,8.02492,2.0202,0.4332,4761,198
157,22,2327.98,2333.33,0.69035,0.70344,8.05716,7.99214,2.44794,0.42931,4761,201
158,22,2341.32,2346.66,0.69134,0.70208,8.05998,8.00638,2.00923,0.42897,4761,199
159,22,2354.66,2360.01,0.69101,0.7023,8.05838,7.99647,2.11208,0.42946,4761,199
160,22,2381.34,2386.73,0.69116,0.7026,8.09668,8.00279,2.12373,0.43388,4761,200
161,22,2394.71,2400.1,0.6913,0.70224,8.07967,8.01335,2.02963,0.4337,4761,199
162,22,2408.08,2413.47,0.69121,0.70262,8.06398,8.00717,2.11742,0.43311,4761,200
163,22,2421.43,2426.78,0.69053,0.70271,8.07816,7.97583,2.2787,0.42944,4761,200
164,22,2434.78,2440.16,0.69135,0.70265,8.08771,8.00776,2.09986,0.43296,4761,200
165,22,2448.15,2453.53,0.69111,0.70185,8.08124,8.01281,1.99351,0.43293,4761,199
166,22,2461.51,2466.86,0.69102,0.70202,8.04208,8.02417,2.05759,0.42977,4761,199
167,22,2474.85,2480.2,0.69119,0.7023,8.03544,7.97836,2.07679,0.42836,4761,199
168,22,2488.18,2493.52,0.69117,0.7027,8.07639,7.97437,2.15743,0.42855,4761,200
169,22,2501.52,2506.9,0.69094,0.7021,8.09712,8.01625,2.07215,0.43345,4761,199
170,22,2514.89,2520.28,0.69161,0.70199,8.07019,8.00371,1.92687,0.43319,4761,199
171,22,2528.25,2533.63,0.69057,0.70295,8.07322,7.994,2.29906,0.4322,4761,200
172,22,2541.6,2546.98,0.69176,0.70292,8.08276,7.98049,2.07325,0.4321,4761,200
173,22,2554.95,2560.34,0.6914,0.70316,8.09805,8.01232,2.18348,0.43417,4761,200
174,22,2568.33,2573.72,0.69131,0.70232,8.08114,8.01348,2.04461,0.43375,4761,199
175,22,2581.7,2587.05,0.69192,0.70239,8.05594,8.00371,1.95823,0.42959,4761,199
176,22,2595.05,2600.39,0.69065,0.70372,8.0842,7.96843,2.44631,0.4286,4761,201
177,22,2635.13,2640.52,0.69109,0.70341,8.06323,8.00131,2.28718,0.43293,4761,201
178,22,2648.48,2653.83,0.69174,0.70306,8.06109,7.9905,2.11605,0.42938,4761,200
179,22,2661.83,2667.21,0.69147,0.70406,8.08133,7.97991,2.33857,0.43204,4761,202
180,22,2675.19,2680.57,0.69241,0.70314,8.08583,8.02283,1.99159,0.43332,4761,200
181,22,2688.56,2693.95,0.69215,0.70344,8.06341,7.99317,2.09711,0.43272,4761,201
182,22,2701.92,2707.31,0.69145,0.70421,8.07759,8.00114,2.36999,0.43332,4761,202
183,22,2715.29,2720.67,0.69281,0.70295,8.06527,8.00331,1.8827,0.43224,4761,200
184,22,2728.65,2734.03,0.69287,0.70321,8.0605,8.00272,1.91996,0.4321,4761,201
185,22,2742,2747.39,0.69215,0.70375,8.04221,8.00986,2.15391,0.4326,4761,201
186,22,2755.36,2760.71,0.69333,0.70388,8.03354,7.99482,1.9715,0.42875,4761,201
187,22,2768.7,2774.09,0.6925,0.70355,8.05462,7.99168,2.05234,0.43244,4761,201
188,22,2782.05,2787.44,0.69242,0.70448,8.05143,8.01076,2.23889,0.43287,4761,202
189,22,2795.41,2800.75,0.69236,0.70457,8.06577,7.9684,2.28355,0.42811,4761,202
190,22,2822.14,2827.52,0.69321,0.70386,8.05754,7.99767,1.97778,0.43188,4761,201
191,22,2835.5,2840.88,0.69346,0.70362,8.06215,7.9933,1.88772,0.43189,4761,201
192,22,2848.86,2854.25,0.69293,0.70465,8.06752,8.00309,2.17587,0.4331,4761,203
193,22,2862.23,2867.62,0.69314,0.70455,8.05923,8.00631,2.11961,0.43296,4761,202
194,22,2875.6,2880.99,0.69369,0.70372,8.02685,8.01025,1.86002,0.4322,4761,201
195,22,2888.96,2894.31,0.69248,0.70508,8.06002,7.9622,2.35649,0.42859,4761,203
196,22,2902.31,2907.73,0.69295,0.70497,8.09516,8.00502,2.21644,0.43631,4761,203
197,22,2915.7,2921.08,0.69264,0.70474,8.09854,7.99736,2.24772,0.43297,4761,203
198,22,2929.09,2934.51,0.69339,0.7052,8.08509,7.99698,2.17851,0.43582,4761,203
199,22,2942.48,2947.9,0.69304,0.70512,8.09886,7.9978,2.22891,0.43621,4761,203
200,22,2955.87,2961.29,0.69334,0.70468,8.0864,8.01948,2.0915,0.43646,4761,203
201,22,2969.26,2974.65,0.69377,0.70422,8.07364,7.99187,1.94056,0.43296,4761,202
202,22,2982.64,2988.02,0.694,0.70446,8.06636,8.01726,1.94188,0.43264,4761,202

0,23,12.1,16.63,0.60783,0.62677,8.01477,7.89516,4.18216,0.36035,4761,90
1,23,24.63,29.27,0.6137,0.63241,8.07132,7.9608,4.0274,0.37194,4761,98
2,23,37.25,41.94,0.61976,0.63696,8.04837,7.95938,3.6725,0.37538,4761,105
3,23,49.91,54.63,0.62426,0.6408,8.04155,7.96532,3.50261,0.37776,4761,110
4,23,62.61,67.37,0.6275,0.64435,8.04798,7.96818,3.53814,0.38118,4761,115
5,23,75.34,80.1,0.6304,0.64751,8.03809,7.96267,3.59377,0.38081,4448,120
6,23,88.1,92.89,0.63329,0.6505,8.07286,7.96251,3.58437,0.38404,4448,124
7,23,100.89,105.73,0.63592,0.65362,8.09258,7.95514,3.65909,0.38835,4448,129
8,23,113.72,118.6,0.63934,0.65578,8.08943,7.99912,3.36783,0.39256,4448,132
9,23,126.6,131.48,0.64186,0.65737,8.06475,7.98586,3.17773,0.39163,4448,134
10,23,139.47,144.39,0.64362,0.66023,8.06301,7.97368,3.3764,0.3945,4448,138
11,23,152.37,157.29,0.64616,0.66204,8.04975,7.98128,3.22858,0.39436,4448,141
12,23,178.22,183.18,0.65018,0.66561,8.07702,8.00307,3.10886,0.39878,4448,146
13,23,191.18,196.13,0.65231,0.66765,8.04602,7.97057,3.09487,0.39641,4448,149
14,23,204.13,209.13,0.65385,0.66951,8.06375,7.96896,3.13557,0.40081,4448,152
15,23,230.14,235.17,0.65698,0.67186,8.09493,7.97799,2.95648,0.40423,4448,155
16,23,243.17,248.24,0.65863,0.6723,8.07061,8.03221,2.69429,0.4082,4448,156
17,23,256.23,261.26,0.65964,0.67422,8.06678,7.93561,2.89704,0.40246,4448,159
18,23,269.25,274.36,0.66127,0.67539,8.10428,8.00363,2.76327,0.41155,4448,160
19,23,295.43,300.54,0.66284,0.67815,8.11478,7.99737,2.99546,0.41166,4448,164
20,23,308.53,313.65,0.66398,0.67819,8.10856,7.99908,2.78123,0.41235,4448,164
21,23,321.65,326.76,0.66469,0.679,8.10014,7.99147,2.80003,0.41114,4448,165
22,23,334.76,339.91,0.66581,0.67973,8.09886,7.99351,2.70373,0.41437,4448,166
23,23,347.88,353.03,0.66652,0.68064,8.098,7.99496,2.74169,0.41439,4448,168
24,23,361.01,366.16,0.66793,0.68081,8.06441,8.02475,2.50119,0.41429,4448,168
25,23,374.15,379.26,0.66845,0.68169,8.02967,7.9925,2.59028,0.40936,4448,169
26,23,400.37,405.56,0.66818,0.68249,8.10931,8.01338,2.75824,0.41838,4448,170
27,23,413.54,418.69,0.66862,0.6827,8.09953,7.99124,2.73378,0.41433,4448,171
28,23,426.68,431.87,0.66997,0.68318,8.09684,7.98877,2.54719,0.41742,4448,171
29,23,439.84,445.03,0.67058,0.68336,8.08848,8.01902,2.4616,0.41798,4448,172
30,23,453.01,458.16,0.67068,0.68392,8.07106,7.98521,2.5708,0.41344,4448,173
31,23,466.16,471.35,0.67146,0.68477,8.05489,8.01355,2.56582,0.41697,4448,174
32,23,479.32,484.48,0.6719,0.68461,8.0738,7.96285,2.46722,0.41374,4448,174
33,23,492.48,497.66,0.67238,0.68491,8.11148,7.99156,2.41424,0.41706,4448,174
34,23,505.66,510.89,0.67281,0.68505,8.10796,8.00996,2.34218,0.42148,4448,174
35,23,518.86,524.05,0.67313,0.68543,8.09294,7.99728,2.37122,0.41754,4448,175
36,23,545.24,550.47,0.67388,0.68564,8.11275,8.00991,2.24892,0.4216,4448,175
37,23,558.45,563.68,0.67379,0.68618,8.12071,7.98183,2.37109,0.42108,4448,176
38,23,571.66,576.88,0.67423,0.68751,8.12607,8.00121,2.54161,0.42092,4448,178
39,23,584.88,590.11,0.67517,0.68705,8.1182,8.0006,2.27412,0.4215,4448,177
40,23,598.1,603.33,0.6753,0.68732,8.07836,8.04812,2.3011,0.4217,4448,177
41,23,611.32,616.51,0.6751,0.68808,8.07522,7.93052,2.50091,0.41534,4448,179
42,23,624.49,629.76,0.67544,0.68851,8.13925,8.00584,2.48222,0.42542,4448,179
43,23,637.74,643.01,0.6756,0.68923,8.12297,8.00213,2.58811,0.42489,4448,180
44,23,650.98,656.25,0.6753,0.68961,8.12307,7.99654,2.71626,0.42475,4448,181
45,23,664.22,669.48,0.67574,0.68926,8.12118,8.00634,2.56835,0.42415,4448,180
46,23,677.45,682.72,0.67782,0.6888,8.09717,8.00322,2.08587,0.42424,4448,180
47,23,690.69,695.92,0.67733,0.68963,8.09964,7.98106,2.35351,0.42051,4448,181
48,23,703.92,709.18,0.6771,0.68981,8.12966,7.9931,2.41513,0.42402,4448,181
49,23,717.17,722.43,0.67767,0.69014,8.12514,8.00811,2.36903,0.4243,4448,182
50,23,730.43,735.69,0.67715,0.69079,8.116,8.00229,2.58941,0.42391,4448,183
51,23,743.67,748.94,0.67848,0.69024,8.09779,8.00707,2.23267,0.42436,4448,182
52,23,770.16,775.43,0.67886,0.69103,8.11378,8.0162,2.31147,0.42502,4448,183
53,23,783.43,788.69,0.67848,0.69137,8.11646,7.97524,2.44963,0.42321,4448,183
54,23,796.67,801.98,0.67888,0.69079,8.13516,8.01363,2.24562,0.42875,4448,183
55,23,809.95,815.22,0.67912,0.69091,8.10946,8.00249,2.23973,0.42455,4448,183
56,23,823.21,828.47,0.67933,0.69095,8.11559,7.9898,2.20575,0.42357,4448,183
57,23,836.47,841.77,0.67926,0.69207,8.13142,7.9907,2.41574,0.42723,4448,184
58,23,849.74,855.04,0.68,0.69104,8.10452,8.05055,2.08055,0.4281,4448,183
59,23,863.02,868.24,0.67974,0.69094,8.06261,7.99371,2.14236,0.41907,4448,183
60,23,876.24,881.51,0.67927,0.69249,8.09386,7.95734,2.51043,0.42294,4448,185
61,23,889.47,894.78,0.67997,0.69181,8.08208,8.058,2.2313,0.42851,4448,184
62,23,902.75,907.98,0.68007,0.69299,8.04891,7.96676,2.47122,0.4188,4448,186
63,23,915.96,921.23,0.68097,0.69278,8.10022,7.95804,2.24316,0.42313,4448,185
64,23,929.22,934.52,0.68094,0.69242,8.13258,8.01936,2.16466,0.42802,4448,185
65,23,942.51,947.82,0.68108,0.69305,8.09679,8.02152,2.25628,0.42794,4448,186
66,23,955.79,961.05,0.68156,0.69271,8.09123,7.97305,2.11631,0.42249,4448,185
67,23,969.04,974.34,0.68078,0.6935,8.12513,7.99717,2.39832,0.42724,4448,186
68,23,982.32,987.63,0.68084,0.69388,8.11648,8.00746,2.45865,0.42809,4448,187
69,23,995.61,1000.91,0.68171,0.69316,8.10374,7.99895,2.15846,0.42672,4448,186
70,23,1008.88,1014.19,0.6835,0.69302,7.84557,8.11368,1.79296,0.42371,4448,186
71,23,1022.16,1027.35,0.68171,0.69348,7.97407,7.91398,2.26679,0.41229,4448,186
72,23,1035.32,1040.59,0.68197,0.69395,8.04814,8.00299,2.27235,0.42294,4448,187
73,23,1048.57,1053.84,0.68152,0.69374,8.04934,8.00562,2.32023,0.42304,4448,187
74,23,1061.81,1067.08,0.68186,0.69364,8.04204,7.99992,2.235,0.4227,4448,187
75,23,1075.05,1080.32,0.68296,0.69363,8.0365,7.98744,2.02352,0.42223,4448,187
76,23,1088.29,1093.56,0.68219,0.69431,8.05732,7.99605,2.30155,0.423,4448,188
77,23,1101.55,1106.82,0.68269,0.69367,8.03642,8.01873,2.08437,0.42305,4448,187
78,23,1114.81,1120.07,0.68244,0.69485,8.03305,7.99058,2.35608,0.42142,4448,188
79,23,1128.04,1133.32,0.68231,0.69529,8.03893,7.9929,2.46225,0.42324,4448,189
80,23,1141.29,1146.56,0.68278,0.69545,8.04486,8.00134,2.403,0.42281,4448,189
81,23,1154.55,1159.82,0.68292,0.69549,8.04889,7.98838,2.38543,0.42258,4448,189
82,23,1181.07,1186.34,0.68318,0.69592,8.05244,7.99504,2.4188,0.42285,4448,190
83,23,1194.33,1199.6,0.68421,0.69492,8.03854,8.0202,2.03305,0.42314,4448,189
84,23,1207.6,1212.87,0.68347,0.69545,8.04574,7.97302,2.27529,0.42209,4448,189
85,23,1220.85,1226.15,0.68344,0.69628,8.06689,7.99977,2.41886,0.42576,4448,190
86,23,1234.12,1239.43,0.68413,0.69562,8.05521,8.01597,2.16434,0.42669,4448,190
87,23,1247.39,1252.66,0.68393,0.69564,8.03573,7.99556,2.22256,0.42242,4448,190
88,23,1260.65,1265.92,0.68457,0.69638,8.03563,7.99634,2.24061,0.42244,4448,191
89,23,1273.91,1279.18,0.68342,0.69645,8.05651,7.99925,2.47436,0.42306,4448,191
90,23,1287.17,1292.44,0.68508,0.69591,8.03988,8.00739,2.05516,0.42284,4448,190
91,23,1300.44,1305.71,0.68467,0.69733,8.03248,7.98529,2.40233,0.42206,4448,192
92,23,1313.7,1319.01,0.68511,0.69648,8.04859,8.00471,2.14365,0.42621,4448,191
93,23,1380.07,1385.37,0.68539,0.69705,8.06839,7.97964,2.19726,0.42527,4448,192
94,23,1393.35,1398.66,0.68618,0.69726,8.06843,8.01318,2.08752,0.42696,4448,192
95,23,1419.95,1425.26,0.686,0.6975,8.05645,8.01325,2.1675,0.42665,4448,192
96,23,1433.25,1438.55,0.68581,0.6983,8.04859,7.99253,2.3525,0.42509,4448,193
97,23,1446.53,1451.84,0.68677,0.69661,8.04245,8.02367,1.85437,0.42655,4448,191
98,23,1459.82,1465.09,0.68645,0.69828,8.02254,7.98206,2.24459,0.42172,4448,193
99,23,1473.08,1478.39,0.68679,0.69778,8.01839,8.00003,2.07178,0.42528,4448,193
100,23,1486.37,1491.68,0.68712,0.69812,8.03351,8.00426,2.0723,0.4258,4448,193
101,23,1499.65,1504.93,0.68742,0.69801,8.02257,7.97967,2.00599,0.42245,4448,193
102,23,1512.93,1518.23,0.68772,0.69868,8.05397,7.99682,2.06502,0.42534,4448,194
103,23,1526.23,1531.54,0.68744,0.6982,8.04985,8.02388,2.02734,0.42675,4448,193
104,23,1539.53,1544.84,0.68724,0.69828,8.02657,7.99677,2.08117,0.42542,4448,193
